#RxL_SN4055_calculated_noise_V_chan
# f (Hz),T_e_cal (K)
  900000000,	19.27
  901000000,	19.61
  902000000,	19.25
  903000000,	19.46
  904000000,	19.28
  905000000,	19.28
  906000000,	19.08
  907000000,	19.48
  908000000,	19.37
  909000000,	19.17
  910000000,	19.62
  911000000,	19.47
  912000000,	19.31
  913000000,	19.38
  914000000,	19.51
  915000000,	19.36
  916000000,	19.62
  917000000,	19.47
  918000000,	19.36
  919000000,	19.53
  920000000,	19.56
  921000000,	19.37
  922000000,	19.53
  923000000,	19.67
  924000000,	19.60
  925000000,	19.60
  926000000,	19.80
  927000000,	20.04
  928000000,	19.85
  929000000,	19.92
  930000000,	19.93
  931000000,	19.97
  932000000,	20.06
  933000000,	20.20
  934000000,	20.17
  935000000,	20.35
  936000000,	20.50
  937000000,	20.17
  938000000,	20.32
  939000000,	20.28
  940000000,	20.28
  941000000,	20.37
  942000000,	20.43
  943000000,	20.45
  944000000,	20.29
  945000000,	20.51
  946000000,	20.25
  947000000,	20.41
  948000000,	20.41
  949000000,	20.32
  950000000,	20.29
  951000000,	20.25
  952000000,	20.31
  953000000,	20.16
  954000000,	20.14
  955000000,	20.16
  956000000,	20.11
  957000000,	20.33
  958000000,	20.09
  959000000,	19.96
  960000000,	20.03
  961000000,	19.93
  962000000,	19.87
  963000000,	19.92
  964000000,	19.87
  965000000,	19.71
  966000000,	19.83
  967000000,	19.67
  968000000,	19.65
  969000000,	19.60
  970000000,	19.60
  971000000,	19.57
  972000000,	19.52
  973000000,	19.35
  974000000,	19.61
  975000000,	19.31
  976000000,	19.32
  977000000,	19.29
  978000000,	19.32
  979000000,	19.31
  980000000,	19.18
  981000000,	19.23
  982000000,	19.12
  983000000,	19.17
  984000000,	19.02
  985000000,	19.14
  986000000,	19.12
  987000000,	19.21
  988000000,	19.16
  989000000,	18.87
  990000000,	18.99
  991000000,	19.03
  992000000,	18.99
  993000000,	19.17
  994000000,	19.03
  995000000,	19.08
  996000000,	18.96
  997000000,	19.18
  998000000,	18.94
  999000000,	19.05
 1000000000,	18.81
 1001000000,	19.01
 1002000000,	19.07
 1003000000,	18.98
 1004000000,	19.19
 1005000000,	19.03
 1006000000,	19.26
 1007000000,	19.50
 1008000000,	19.28
 1009000000,	19.25
 1010000000,	19.40
 1011000000,	19.33
 1012000000,	19.33
 1013000000,	19.41
 1014000000,	19.51
 1015000000,	19.51
 1016000000,	19.59
 1017000000,	19.26
 1018000000,	19.47
 1019000000,	19.63
 1020000000,	19.41
